text_id,paper_discipline,paper_type,student_level,student_gender,speaker_status,sentence_count,token_count,AcademicTerms,AcademicWritingMoves,Character,Citation,CitationAuthorized,CitationHedged,ConfidenceHedged,ConfidenceHigh,ConfidenceLow,Contingent,Description,Facilitate,FirstPerson,ForceStressed,Future,InformationChange,InformationChangeNegative,InformationChangePositive,InformationExposition,InformationPlace,InformationReportVerbs,InformationStates,InformationTopics,Inquiry,Interactive,Metadiscourse,Narrative,Negative,Positive,PublicTerms,Reasoning,Responsibility,Strategic,SyntacticComplexity,Uncertainty,Updates
BIO.G0.01.1,Biology,Report,Final Year Undergraduate,Female,NS,227,5188,63.030069390902085,2.120277563608327,30.069390902081725,9.444872783346183,1.1565150346954511,0,9.059367771781034,4.6260601387818046,0.19275250578257516,6.360832690824981,85.77486507324596,1.1565150346954511,0,21.395528141865846,3.2767925983037776,4.433307632999228,5.975327679259831,1.927525057825752,24.865073245952196,32.76792598303778,9.252120277563609,15.805705474171164,18.889745566692365,2.8912875867386276,3.0840400925212026,23.708558211256747,78.06476484194295,56.47648419429453,15.805705474171164,6.168080185042405,14.649190439475714,1.349267540478026,7.517347725520431,152.08172706245182,0.963762528912876,5.20431765612953
BIO.G0.02.1,Biology,Report,Final Year Undergraduate,Male,NS,104,2778,84.95320374370051,7.919366450683945,71.63426925845933,26.277897768178548,4.679625629949604,0.7199424046076314,12.59899208063355,8.27933765298776,0.3599712023038157,3.239740820734341,51.115910727141824,4.319654427645789,0.3599712023038157,13.678905687544997,3.9596832253419727,13.31893448524118,0.3599712023038157,2.8797696184305255,33.837293016558675,2.5197984161267097,6.839452843772499,10.79913606911447,15.83873290136789,11.159107271418288,5.399568034557235,27.357811375089994,64.07487401007918,21.59827213822894,23.038156947444204,10.79913606911447,19.43844492440605,0.3599712023038157,8.27933765298776,131.0295176385889,2.5197984161267097,5.759539236861051
BIO.G0.02.2,Biology,Report,Final Year Undergraduate,Male,NS,31,749,113.48464619492657,1.335113484646195,49.39919893190921,4.005340453938585,5.34045393858478,0,16.02136181575434,8.01068090787717,1.335113484646195,17.356475300400533,56.074766355140184,5.34045393858478,0,12.016021361815755,5.34045393858478,21.36181575433912,0,5.34045393858478,42.72363150867824,0,0,13.35113484646195,33.37783711615487,9.345794392523365,16.02136181575434,22.696929238985316,53.4045393858478,22.696929238985316,33.37783711615487,10.68090787716956,18.69158878504673,0,8.01068090787717,134.8464619492657,0,0
BIO.G0.02.3,Biology,Report,Final Year Undergraduate,Male,NS,26,573,120.41884816753927,6.980802792321117,43.63001745200698,10.471204188481677,5.235602094240838,0,17.452006980802793,1.7452006980802792,0,0,50.6108202443281,1.7452006980802792,0,6.980802792321117,1.7452006980802792,8.726003490401396,0,3.4904013961605584,45.37521815008726,5.235602094240838,3.4904013961605584,12.216404886561953,33.15881326352531,24.432809773123907,1.7452006980802792,20.942408376963353,68.06282722513089,15.706806282722512,22.68760907504363,1.7452006980802792,36.64921465968586,0,13.961605584642234,153.57766143106457,1.7452006980802792,0
BIO.G0.02.4,Biology,Report,Final Year Undergraduate,Male,NS,28,647,140.64914992272023,6.182380216383307,17.001545595054097,0,1.5455950540958268,0,21.638330757341574,4.63678516228748,1.5455950540958268,4.63678516228748,21.638330757341574,1.5455950540958268,0,21.638330757341574,1.5455950540958268,21.638330757341574,0,3.0911901081916535,44.82225656877898,0,4.63678516228748,6.182380216383307,12.364760432766614,7.727975270479135,6.182380216383307,40.1854714064915,83.46213292117466,34.003091190108194,20.09273570324575,9.27357032457496,55.64142194744977,0,10.819165378670787,109.73724884080372,4.63678516228748,7.727975270479135
BIO.G0.02.5,Biology,Report,Final Year Undergraduate,Male,NS,121,2962,91.82984469952734,9.11546252532073,38.48750844024308,50.97906819716408,2.363268062120189,0.337609723160027,11.478730587440918,3.713706954760297,0.337609723160027,1.688048615800135,36.79945982444294,1.350438892640108,1.012829169480081,12.491559756921,3.713706954760297,9.11546252532073,0.337609723160027,3.713706954760297,47.60297096556381,11.478730587440918,3.0384875084402427,9.790681971640783,14.179608372721136,5.064145847400405,5.064145847400405,26.671168129642133,59.419311276164755,19.581363943281566,15.530047265361242,5.739365293720459,36.46185010128292,0,7.765023632680621,137.744767049291,0.675219446320054,5.401755570560432
BIO.G0.02.6,Biology,ResearchPaper,Final Year Undergraduate,Male,NS,99,2045,106.11246943765282,12.224938875305625,42.053789731051346,0,0.4889975550122249,0.4889975550122249,2.93398533007335,5.8679706601467,0,3.9119804400977993,97.31051344743275,2.93398533007335,1.9559902200488997,5.8679706601467,6.356968215158924,7.823960880195599,0,0,24.44987775061125,0.9779951100244498,8.801955990220048,11.246943765281173,16.625916870415647,11.7359413202934,7.823960880195599,20.537897310513447,67.48166259168704,27.87286063569682,9.7799511002445,0.4889975550122249,16.13691931540342,0.4889975550122249,10.268948655256724,155.99022004889977,8.312958435207824,0
BIO.G0.03.1,Biology,ResearchPaper,Final Year Undergraduate,Female,NS,41,1108,88.44765342960288,7.220216606498195,13.537906137184116,5.415162454873646,0,0.9025270758122744,9.927797833935019,6.31768953068592,0,9.025270758122744,73.10469314079423,5.415162454873646,1.8050541516245489,16.24548736462094,4.512635379061372,5.415162454873646,1.8050541516245489,0.9025270758122744,40.61371841155235,0,6.31768953068592,14.44043321299639,30.685920577617328,9.927797833935019,0.9025270758122744,19.855595667870038,34.29602888086643,13.537906137184116,33.39350180505416,3.6101083032490977,21.660649819494584,0,44.22382671480144,153.42960288808663,1.8050541516245489,0.9025270758122744
BIO.G0.03.2,Biology,ResearchPaper,Final Year Undergraduate,Female,NS,91,2216,81.2274368231047,10.379061371841155,22.11191335740072,6.31768953068592,0.9025270758122744,0,7.671480144404332,4.061371841155235,0.4512635379061372,4.963898916967509,101.53429602888086,1.3537906137184115,8.574007220216608,13.989169675090253,4.061371841155235,15.342960288808664,0.9025270758122744,0.4512635379061372,52.34657039711192,1.3537906137184115,6.31768953068592,8.574007220216608,21.209386281588447,10.379061371841155,2.256317689530686,18.050541516245488,57.76173285198556,48.73646209386281,10.830324909747292,3.6101083032490977,27.52707581227437,0,11.28158844765343,138.08664259927798,0.4512635379061372,0.9025270758122744
BIO.G0.03.3,Biology,ResearchPaper,Final Year Undergraduate,Female,NS,42,1011,99.90108803165184,19.782393669634025,10.880316518298715,5.934718100890208,0,0,7.91295746785361,7.91295746785361,0,4.945598417408506,36.59742828882295,4.945598417408506,2.967359050445104,21.76063303659743,7.91295746785361,1.9782393669634024,0,0,38.57566765578635,0,5.934718100890208,8.902077151335313,21.76063303659743,42.532146389713155,10.880316518298715,21.76063303659743,48.46686449060336,17.804154302670625,17.804154302670625,8.902077151335313,25.717111770524234,2.967359050445104,13.847675568743817,160.2373887240356,1.9782393669634024,0
